"","StartYear","Response","Estimate","Est.Error","Q0.5","Q99.5","Q2.5","Q97.5","Q5","Q95","Q10","Q90","site_num"
"1","2000","higherthresholdabundance",-0.00117229839817458,0.00856216081040624,-0.0242995725452645,0.0237164134000396,-0.0184118788813755,0.0159640779536048,-0.0158132683211315,0.0125119870596941,-0.0120750580031047,0.00925025681008007,530
"2","2000","higherthresholdturnover",-0.00463867454862493,0.00357108360111226,-0.0147040929259476,0.00464902988881925,-0.0120004473635989,0.0023068700033495,-0.0106006834767409,0.00104879318912848,-0.00921163472508551,-0.000217470987314333,530
"3","2000","higherthresholdE10",-0.00107327496394514,0.00320880462041605,-0.00991388826178754,0.00868303488023276,-0.00731075752656575,0.00552502782640915,-0.00620562912021901,0.0042056664905273,-0.00495728269166465,0.002797901776932,530
"4","2000","higherthresholdRaoQ",0.0218036472382654,0.116641496728409,-0.280578029265689,0.368561621970027,-0.196552530445066,0.275537290448795,-0.160222571181722,0.223030364246819,-0.119170821693327,0.168233158419843,530
"5","2000","higherthresholdFRed",0.000108287136467044,0.00128798832131673,-0.00348787161998228,0.00356381840085777,-0.0024782275213127,0.00263016629865104,-0.00205124299295342,0.00218196054892651,-0.0015374544643135,0.00171183646708064,530
"6","2000","higherthresholdFRic",0.012562380330673,0.016637323198353,-0.0316425498096127,0.0604172649006655,-0.0203861792903763,0.0462609813373239,-0.0148013790424221,0.0400835791423337,-0.00808809968383398,0.0329686248290071,530
"7","2000","higherthresholdspp_rich_rare",0.18730805995556,0.0849132972487577,-0.0440901708023426,0.420611498787046,0.0192340455529832,0.356346495787707,0.0520002143179343,0.324737874460684,0.0811567710267035,0.292452709288526,530
"8","2000","higherthresholdspp_richness",0.26611981435153,0.162746116104456,-0.229073202887349,0.726822622646364,-0.0577824294598399,0.588233466312654,0.00491055742136476,0.529277737852184,0.0696264550902513,0.463680579007174,530
"9","2000","higherthresholdshannonsH",0.00808448263621078,0.0100840536980297,-0.021471800949649,0.0363941664323024,-0.012436125046321,0.0284568251608841,-0.00862235809968491,0.0244613300974107,-0.00431662635859933,0.0201444824704397,530
"10","2001","higherthresholdE10",-0.00133999880287126,0.00317225205831432,-0.0104201405990443,0.00795065842078791,-0.00763510588877191,0.00503977295039989,-0.00652892853713165,0.00389095543484261,-0.00519234631089616,0.0025727435053503,548
"11","2001","higherthresholdFRic",0.00975140482095982,0.0113541163595945,-0.0231207819170319,0.039236787693489,-0.0130860512674054,0.0319468840600789,-0.00894939218073152,0.027966430481597,-0.00427528524796407,0.0236614318498807,548
"12","2001","higherthresholdspp_rich_rare",0.109791053250586,0.0874618898151205,-0.108253275716075,0.336935874674688,-0.0500417815206881,0.302533050338974,-0.0222273109414928,0.272570508735593,0.00521923007551194,0.230490651821618,548
"13","2001","higherthresholdRaoQ",0.00776429342849491,0.112986299039952,-0.286956786038219,0.393114912150342,-0.201644456319334,0.269058919638995,-0.161843452827118,0.19618208038576,-0.121608017855882,0.142297114986492,548
"14","2001","higherthresholdspp_richness",0.173276722959484,0.151941129953075,-0.266488317759577,0.606234231610778,-0.128209629959674,0.473950040939704,-0.0741475210883919,0.418666510750116,-0.0122241007808326,0.361550920865625,548
"15","2001","higherthresholdabundance",8.03103546636493e-05,0.00849231771784487,-0.0251199731030534,0.0242942955099109,-0.0170716143244916,0.0166784649897633,-0.0136393855581076,0.0135008496069428,-0.0103512466851511,0.0101738695271009,548
"16","2001","higherthresholdturnover",-0.00514644300663788,0.00350241947752201,-0.0145675802030325,0.00452075226372481,-0.012163689546876,0.00189245642640289,-0.0108987645504952,0.000465105939599606,-0.00951746569434572,-0.000857758406093436,548
"17","2001","higherthresholdFRed",-0.000335133409215353,0.00183152631103607,-0.00547233649474377,0.00489192687625599,-0.00402961491166532,0.00329430159007518,-0.00335481016578283,0.00267079523235126,-0.00266385631912546,0.00186561816634204,548
"18","2001","higherthresholdshannonsH",0.00353199240447323,0.00883667140129243,-0.0213733723702515,0.028051334479782,-0.013369772015851,0.0211864844954324,-0.0106839646616107,0.0177799490536726,-0.00777739235539367,0.0144770196407078,548
"19","2002","higherthresholdturnover",-0.00466488592729508,0.0035802469182003,-0.0134529858363626,0.00257130948188197,-0.0111156337958643,0.0018529411078629,-0.0101307792156854,0.00162348373037548,-0.00895949058884086,0.00111948404904505,556
"20","2002","higherthresholdE10",-0.00216340464174326,0.00234379867991554,-0.00854473433303681,0.00452594422163398,-0.00676602379322086,0.00248415082230496,-0.00598966188279821,0.00156553916832057,-0.00510152177923432,0.000752995520564166,556
"21","2002","higherthresholdFRic",0.0207551733607523,0.014330365461455,-0.0200190210562952,0.0623826113342562,-0.00793319920247056,0.0501244027074842,-0.00226351872611175,0.0441489718532778,0.00340490509668193,0.0381701474547116,556
"22","2002","higherthresholdspp_rich_rare",0.0815501767582763,0.109522451320446,-0.217844303507623,0.400539501212956,-0.127714506125237,0.30975448379276,-0.0920274190530455,0.26382614150799,-0.0505597398683256,0.218635371758745,556
"23","2002","higherthresholdRaoQ",0.0384709387311475,0.138596701707884,-0.383567273116997,0.445148305803683,-0.231315728560437,0.321307271017703,-0.175344155167712,0.262695500636874,-0.121756527711354,0.208980366414923,556
"24","2002","higherthresholdFRed",0.000461151769457845,0.00158652871509914,-0.00415328103366441,0.00468959620051685,-0.00278362112339113,0.00349793576847284,-0.00221726750969063,0.00297703121914701,-0.00150404073443929,0.00244132773095014,556
"25","2002","higherthresholdshannonsH",0.00183830702886449,0.0112472648824258,-0.0292899502128512,0.0316554157605592,-0.0201499775723302,0.023603237537359,-0.0166921678432953,0.0204249425912928,-0.0121876193404586,0.0158123091980937,556
"26","2002","higherthresholdspp_richness",0.208540326841908,0.148881956424065,-0.156758989288389,0.692074617976074,-0.0713587665923933,0.51631679168475,-0.0235790039859787,0.456424854074426,0.0288216703643979,0.392135811538585,556
"27","2002","higherthresholdabundance",0.00485210452944191,0.00839006684287034,-0.0197086063794251,0.0290039111084144,-0.0122414598837264,0.0218303092232952,-0.00861655300963988,0.0182959020488761,-0.00552312234815939,0.014914357163813,556
"28","2003","higherthresholdFRic",0.00651948198013158,0.00908250811868778,-0.0180926938128162,0.0308819116159725,-0.0118470786897273,0.0248638741308409,-0.00864364100302926,0.0212568276141582,-0.00487141847372503,0.017541052027524,556
"29","2003","higherthresholdspp_rich_rare",0.0404318707604847,0.0893923190198009,-0.197287258130123,0.345407087246285,-0.12585601121179,0.228837962282009,-0.0913618991589357,0.191374688856384,-0.0612490253644088,0.150898787629041,556
"30","2003","higherthresholdabundance",0.00310357366214831,0.0123921022467569,-0.0311666292009516,0.0371380641123388,-0.0212587496502959,0.0286755103149791,-0.0171422990327151,0.0235461989859213,-0.0119914432680712,0.0187386265568258,556
"31","2003","higherthresholdturnover",-0.00512077460914431,0.00325276012205404,-0.013502238589573,0.00396602645074,-0.0115365610699675,0.00165156572142907,-0.0103741423966791,0.000399366672442363,-0.00907704808151326,-0.00110632964374643,556
"32","2003","higherthresholdE10",-0.000136823701859457,0.0027205477081297,-0.00758352335119471,0.00731719046113482,-0.00548789503572698,0.00543531087009927,-0.00453939312160876,0.0044467219596687,-0.00349309582047856,0.00328613239950123,556
"33","2003","higherthresholdRaoQ",0.0680939250860576,0.14141065677733,-0.267779302195955,0.588919656215001,-0.197255036068539,0.360163782959717,-0.154211435400858,0.294991319623341,-0.102246444126122,0.242220109160591,556
"34","2003","higherthresholdFRed",-0.000659610334307178,0.00160582580040294,-0.005272298528233,0.00366081765161843,-0.00404015911969713,0.00236860635517685,-0.00328795895003189,0.00184726099155898,-0.00268071737508936,0.00129374296695994,556
"35","2003","higherthresholdshannonsH",0.00574348936294013,0.0105526831182578,-0.0255447772795602,0.0347504345862471,-0.0149010512860692,0.0265238211324553,-0.011202498663501,0.0227516121681175,-0.00697894696228332,0.0186033484235778,556
"36","2003","higherthresholdspp_richness",0.104760179558293,0.118737882805512,-0.252253697296646,0.47495199017363,-0.124884167900482,0.354583558070168,-0.0772681070769369,0.302457752033595,-0.0338833003239388,0.250349595481241,556
"37","2004","higherthresholdFRic",0.00547663388467944,0.00878659915001826,-0.0192824916041827,0.0299125766003651,-0.0117971491655768,0.0228440490664238,-0.00918405513656809,0.0196276002541307,-0.00557123781760963,0.0158439073858137,555
"38","2004","higherthresholdE10",6.65764664995966e-06,0.00376837340704507,-0.0110107124553537,0.0104456273138111,-0.00770540468203158,0.00730795124178447,-0.00617649998138561,0.00595565213306163,-0.00463247456289035,0.00462244432185164,555
"39","2004","higherthresholdFRed",0.000301967841486999,0.00182791028256463,-0.00504311051806888,0.00528147228101597,-0.00341769856238308,0.00383119761617061,-0.00281718350881977,0.00317868349430516,-0.00195824072714807,0.00249231998360238,555
"40","2004","higherthresholdshannonsH",0.00682340387805163,0.0157678246973791,-0.0391120533304709,0.048681517554332,-0.0250848699395938,0.0364630451497402,-0.0193716514141787,0.0312416853960663,-0.0127715511581701,0.0259568858998487,555
"41","2004","higherthresholdspp_rich_rare",0.0142007342055014,0.0894934907215313,-0.237144548309736,0.284935088841839,-0.159970576179982,0.204193881683457,-0.125367182862255,0.160216119688174,-0.0914580264537926,0.123943398396421,555
"42","2004","higherthresholdRaoQ",0.06880274746968,0.166916409759947,-0.565962401084487,0.639390506182358,-0.260264004117463,0.394361071741919,-0.165182900624941,0.32138103619957,-0.10107320520441,0.256226137997933,555
"43","2004","higherthresholdspp_richness",0.0660985237913883,0.181593879966359,-0.477904362259708,0.610257736035726,-0.293742025094377,0.44673637275648,-0.224508038856334,0.365061148533296,-0.152058767005458,0.284128268384526,555
"44","2004","higherthresholdabundance",0.00465715568369985,0.0101522204309774,-0.0230619930811453,0.0344187736238397,-0.0156703853295504,0.0255704183434754,-0.011933165799036,0.0210434728126436,-0.00809608275475148,0.017012461808412,555
"45","2004","higherthresholdturnover",-0.00268056632895125,0.0046910345822125,-0.014719285011995,0.00992437112349273,-0.0117480841951034,0.00686575548504679,-0.0104148901032943,0.0052271069306295,-0.00862651003591481,0.00326792730908903,555
"46","2005","higherthresholdabundance",0.00959719365829663,0.00817994616921491,-0.0128463066741572,0.0327288636471892,-0.00643464145563205,0.0258837071735155,-0.00363805097347179,0.022960886416355,-0.000524003384479007,0.0197725029444167,555
"47","2005","higherthresholdturnover",0.000623220948156563,0.0037573969451521,-0.00955310320746213,0.0115684145654824,-0.00675842578962935,0.00821258622336781,-0.00537584697316688,0.00688769563142968,-0.00401122426864394,0.00526824772213718,555
"48","2005","higherthresholdE10",-0.00114122272361348,0.00211065073173438,-0.0075555341545726,0.00447196690258101,-0.0054900720411941,0.00294017828271034,-0.00448761346153212,0.00224172506006534,-0.00377662139466588,0.00147513491808929,555
"49","2005","higherthresholdRaoQ",0.0146464210509917,0.0971120230079654,-0.270177710646563,0.319018354958627,-0.171959534209232,0.221105835996989,-0.130157453089659,0.181048455930023,-0.0937706552971318,0.133937662837929,555
"50","2005","higherthresholdFRed",4.08693081651844e-05,0.00123994081396241,-0.00346499319661589,0.00389350553600425,-0.00243802464082884,0.00249199739465524,-0.0019324493996723,0.0020220882709313,-0.00146291492481092,0.00153549979891969,555
"51","2005","higherthresholdFRic",-0.00143948660375765,0.0150449154268015,-0.0518270953743676,0.0389508339472479,-0.0324338048791495,0.0273180365975594,-0.0259487814257183,0.0223817640373911,-0.0192266648045538,0.0162831247889277,555
"52","2005","higherthresholdspp_rich_rare",-0.0524926547121864,0.0901339673466018,-0.30617080339205,0.24250842250593,-0.225704363437973,0.132845934265806,-0.195352417587784,0.0934886716114869,-0.159735742025057,0.0568243157396607,555
"53","2005","higherthresholdspp_richness",0.045960470198849,0.155175667447285,-0.363378110339081,0.737227000087083,-0.245451819001768,0.350710345393415,-0.188301276626792,0.28470423006157,-0.131355251037142,0.220312768847739,555
"54","2005","higherthresholdshannonsH",-0.0044003209858594,0.0074474626976309,-0.0245590106189417,0.0160795940229984,-0.0197493856778639,0.0104449396524786,-0.0167888612604766,0.0077148899709185,-0.0136872836459045,0.00487608418159779,555
"55","2006","higherthresholdE10",-0.00163163331924774,0.00291341495072456,-0.0102244898007967,0.00599824463283199,-0.00761579943650621,0.0040745047855229,-0.00646188309288116,0.00307950717638389,-0.00526783620279139,0.0019458981566385,555
"56","2006","higherthresholdFRic",-0.000907048711664123,0.0159950010386023,-0.0497504427836886,0.0433441977478183,-0.0340805856753018,0.031138035419829,-0.0268765577012587,0.0245481194053352,-0.0198810558739572,0.0187546390601417,555
"57","2006","higherthresholdspp_rich_rare",-0.0670661574775312,0.0876515687284639,-0.341464735803419,0.154267307387431,-0.251379859959156,0.0998766001116018,-0.212451997735541,0.070054707566737,-0.176465213304524,0.0394477727046024,555
"58","2006","higherthresholdRaoQ",-0.0208120024497871,0.164113003021188,-0.546865103441973,0.420646436959877,-0.364594814415854,0.300387839384709,-0.292622294110493,0.239674508596958,-0.217740100568015,0.173322235176584,555
"59","2006","higherthresholdspp_richness",0.077848553643446,0.204777101017553,-0.502254524154213,0.614445014017734,-0.341673453264382,0.482205440627331,-0.262145328182757,0.415692516296613,-0.177129820924079,0.328971540586939,555
"60","2006","higherthresholdabundance",0.00681588047896357,0.0192466713796117,-0.0477301851868202,0.0640182180712139,-0.0323030750364961,0.0459803582071416,-0.0244513364444208,0.0385801354162935,-0.0167862156375925,0.0304211508180236,555
"61","2006","higherthresholdturnover",-0.00113226867601347,0.00313059084161202,-0.00991976387263251,0.00755398163847024,-0.0073261141690677,0.00519645461472745,-0.00613507977971937,0.00410297113228297,-0.00500399666625471,0.00274307897005651,555
"62","2006","higherthresholdFRed",0.000331621863071329,0.00107464647325968,-0.00271048759116893,0.00323276618012563,-0.00188141027176589,0.00245579831333488,-0.00143856263815806,0.00208923073623446,-0.000965492768581414,0.00166055544952197,555
