"","estimate","sd","rhat","propNAs","site_id","Response","Country"
"1",-0.04944065611874,0.125894358024105,1.00118262858572,0,116000004,"abund_nativeSpp","Austria.RDS"
"2",0.0757503280633401,0.0956391790218183,1.00943687182455,0,116000007,"abund_nativeSpp","Austria.RDS"
"3",0.0341673902471945,0.0589210396666474,1.00204328304651,0,121000003,"abund_nativeSpp","Belgium.RDS"
"4",0.0389368689949978,0.0409480893927091,1.00228542386654,0,121000004,"abund_nativeSpp","Belgium.RDS"
"5",0.0106508000213397,0.0485010221045169,1.00342655709506,0,121000005,"abund_nativeSpp","Belgium.RDS"
"6",0.0577279449706543,0.0191342966276971,1.00134660520102,0,121000007,"abund_nativeSpp","Belgium.RDS"
"7",0.0342688582541491,0.0661037780798404,1.00084957609471,0,121000009,"abund_nativeSpp","Belgium.RDS"
"8",0.0292407937822851,0.0501996927563368,1.00635326299465,0,121000010,"abund_nativeSpp","Belgium.RDS"
"9",0.0201321309382282,0.019258139234297,1.00090849885502,0,121000011,"abund_nativeSpp","Belgium.RDS"
"10",0.0572830591994782,0.039708862818163,1.00372452097177,0,121000013,"abund_nativeSpp","Belgium.RDS"
"11",0.030317252607317,0.0416469430605355,1.00997313880892,0,121000015,"abund_nativeSpp","Belgium.RDS"
"12",0.0303412807137024,0.0196056070377304,1.00906189041483,0,121000016,"abund_nativeSpp","Belgium.RDS"
"13",0.0183303660256892,0.0525643358377826,1.002530915415,0,121000017,"abund_nativeSpp","Belgium.RDS"
"14",0.00789088443130461,0.0673788010534072,1.00209976358221,0,121000019,"abund_nativeSpp","Belgium.RDS"
"15",0.0044642581397325,0.0221069562994192,1.01131945674205,0,121000021,"abund_nativeSpp","Belgium.RDS"
"16",0.0499367741230246,0.0711394364688717,1.00786412535997,0,121000028,"abund_nativeSpp","Belgium.RDS"
"17",0.0616781611279554,0.0442172008109732,1.00344614174115,0,121000029,"abund_nativeSpp","Belgium.RDS"
"18",0.0675346421577575,0.0529438708585049,1.00260000285234,0,121000034,"abund_nativeSpp","Belgium.RDS"
"19",0.0604768297238022,0.106062561798256,1.00533973369889,0,121000040,"abund_nativeSpp","Belgium.RDS"
"20",0.0391681904137861,0.0743823104045445,1.00203103886611,0,121000042,"abund_nativeSpp","Belgium.RDS"
"21",0.0282914223303106,0.0270655564272535,1.00133161956999,0,121000044,"abund_nativeSpp","Belgium.RDS"
"22",0.00436878458599482,0.110758535601467,1.00794638134897,0,121000045,"abund_nativeSpp","Belgium.RDS"
"23",-0.0752338924617295,0.0680771021289022,1.00213937830507,0,121000047,"abund_nativeSpp","Belgium.RDS"
"24",0.0610175418276187,0.0439375527637999,1.00416655143794,0,121000049,"abund_nativeSpp","Belgium.RDS"
"25",-0.0140596336894073,0.0523351864087769,1.01889853505265,0,121000053,"abund_nativeSpp","Belgium.RDS"
"26",0.0527236370541856,0.0543201782801394,1.01033399886027,0,121000059,"abund_nativeSpp","Belgium.RDS"
"27",0.0251975937687998,0.0799826525024523,1.10342984167672,0,121000073,"abund_nativeSpp","Belgium.RDS"
"28",-0.02907189212479,0.0898580966913292,1.01098188360654,0,121000075,"abund_nativeSpp","Belgium.RDS"
"29",0.0103235277105005,0.0122659740974416,1.00540213287192,0,121000079,"abund_nativeSpp","Belgium.RDS"
"30",-0.000152742280079112,0.162434135749713,1.00689805990167,0,121000083,"abund_nativeSpp","Belgium.RDS"
"31",0.0608787356638346,0.0842282750866081,1.00242402831396,0,121000086,"abund_nativeSpp","Belgium.RDS"
"32",0.0970537483908542,0.149036568236717,1.00440632903959,0,121000087,"abund_nativeSpp","Belgium.RDS"
"33",0.038973740543179,0.0182821560354743,1.01319317273587,0,121000094,"abund_nativeSpp","Belgium.RDS"
"34",0.027390922980459,0.0408721572407154,1.00602439821943,0,121000096,"abund_nativeSpp","Belgium.RDS"
"35",-0.0269722974097076,0.128248459485311,1.00695755483213,0,121000103,"abund_nativeSpp","Belgium.RDS"
"36",-0.0538848003424816,0.120755693418613,1.03397788994729,0,121000108,"abund_nativeSpp","Belgium.RDS"
"37",0.0325175008203072,0.0427950824992972,1.00482864689763,0,121000141,"abund_nativeSpp","Belgium.RDS"
"38",0.0527281085394313,0.0519719410921923,1.00256735425608,0,121000142,"abund_nativeSpp","Belgium.RDS"
"39",0.0398714489706303,0.0156337820252829,1.0049928089031,0,121000147,"abund_nativeSpp","Belgium.RDS"
"40",0.000322337690731023,0.0514229656283731,1.01761043273013,0,121000151,"abund_nativeSpp","Belgium.RDS"
"41",-0.0151911438610364,0.0992604566055175,1.00131323108195,0,121000153,"abund_nativeSpp","Belgium.RDS"
"42",0.0352085926378791,0.0481251073087319,1.00241033249931,0,121000154,"abund_nativeSpp","Belgium.RDS"
